,log2FoldChange,padj,baseMean,t,P.Value,B
232614_at,-3.40034841,3.98E-19,8.840909429,-13.41454139,4.18E-21,37.62538009
204817_at,2.516732994,4.26E-19,5.668709571,13.39576543,4.49E-21,37.55427128
225724_at,-1.542635988,4.30E-19,9.043689857,-13.39279236,4.54E-21,37.54300742
204059_s_at,4.273851177,4.42E-19,7.782245,13.38435647,4.69E-21,37.51104086
205624_at,-5.062531068,4.91E-19,4.626607714,-13.35580326,5.23E-21,37.40277501
1556345_s_at,-2.883478116,4.93E-19,6.587762571,-13.35434883,5.26E-21,37.39725741
230163_at,-4.993185753,5.02E-19,4.718829429,-13.34846999,5.38E-21,37.3749524
236237_at,-3.84497566,5.02E-19,5.941328,-13.34795197,5.39E-21,37.37298675
225855_at,-2.650823474,5.27E-19,4.974815857,-13.33435275,5.68E-21,37.32137191
228465_at,-1.626310664,6.21E-19,8.124479714,-13.29045924,6.71E-21,37.15461579
211042_x_at,2.099426215,6.54E-19,8.577181857,13.27599281,7.09E-21,37.09960232
212494_at,-2.61723217,6.83E-19,5.976692143,-13.26403998,7.43E-21,37.0541275
222453_at,-3.137449226,7.35E-19,10.36377186,-13.24395754,8.02E-21,36.97768234
229964_at,-4.561227527,7.40E-19,4.448150429,-13.24125483,8.10E-21,36.96739036
235266_at,2.516466661,7.47E-19,7.694017714,13.23803785,8.20E-21,36.95513881
212638_s_at,-1.830753154,8.00E-19,11.45645,-13.21930547,8.81E-21,36.88377217
212099_at,-2.560471211,8.39E-19,10.04141957,-13.20607591,9.27E-21,36.83334328
223274_at,3.131080278,8.76E-19,5.651785,13.19404088,9.71E-21,36.78744832
202589_at,3.075671859,9.00E-19,10.89853943,13.18623112,1.00E-20,36.75765636
209602_s_at,-5.16955349,9.50E-19,8.426401429,-13.17136646,1.06E-20,36.70093055
200670_at,-2.634060168,1.01E-18,11.19451057,-13.15505556,1.13E-20,36.63865329
203625_x_at,2.412815408,1.15E-18,8.940521143,13.11969299,1.29E-20,36.50351805
228729_at,3.001519243,1.17E-18,7.223560286,13.11534708,1.31E-20,36.48689953
227920_at,1.94955614,1.17E-18,5.827803571,13.11393148,1.32E-20,36.48148584
228528_at,-4.22397127,1.18E-18,5.163074857,-13.11166583,1.33E-20,36.47282077
226358_at,-2.553729992,1.29E-18,5.399038,-13.08616721,1.47E-20,36.3752553
234863_x_at,2.421323667,1.37E-18,7.170268,13.07056193,1.56E-20,36.31550408
233231_at,-2.924306964,1.42E-18,4.450115429,-13.06105808,1.62E-20,36.27909959
230906_at,-3.107403944,1.57E-18,6.219488429,-13.03280348,1.80E-20,36.17080279
1555460_a_at,-3.856352977,1.64E-18,9.048794143,-13.02167926,1.88E-20,36.12813714
234095_at,-2.2202036,1.75E-18,4.300344,-13.00405246,2.01E-20,36.0604996
1555993_at,-3.032303919,1.82E-18,3.394978,-12.99357193,2.10E-20,36.02026512
202483_s_at,1.613455475,1.95E-18,10.20994771,12.97432129,2.26E-20,35.94632621
204023_at,1.956831859,1.95E-18,8.675068857,12.97335847,2.27E-20,35.94262696
228750_at,-4.478873423,2.06E-18,4.418655714,-12.95871683,2.40E-20,35.8863575
223892_s_at,-1.466531354,2.06E-18,10.98654543,-12.95810828,2.40E-20,35.8840182
225439_at,2.023741909,2.20E-18,9.102533857,12.94019192,2.58E-20,35.81512546
204267_x_at,2.280633305,2.46E-18,5.092025714,12.91079261,2.89E-20,35.70199044
201890_at,3.588923549,2.54E-18,8.85354,12.90090268,3.00E-20,35.66390739
218585_s_at,3.354037056,2.72E-18,8.115949143,12.88313815,3.21E-20,35.59547078
213007_at,2.90693148,2.91E-18,7.403439571,12.86489193,3.45E-20,35.52513725
222845_x_at,-1.413990244,3.10E-18,11.20570571,-12.847806,3.68E-20,35.45923836
229072_at,-3.685372641,3.12E-18,5.247945286,-12.84573613,3.71E-20,35.45125257
231002_s_at,-1.686787653,3.14E-18,6.503858857,-12.84271926,3.76E-20,35.43961222
222036_s_at,2.105856501,3.14E-18,8.954028857,12.842117,3.76E-20,35.43728829
235193_at,-2.732746552,3.20E-18,3.925957857,-12.8365597,3.85E-20,35.41584246
217834_s_at,1.63662783,3.22E-18,9.526028714,12.83402148,3.88E-20,35.40604606
226120_at,-2.434753616,3.44E-18,7.549170714,-12.81641706,4.16E-20,35.33807876
212020_s_at,2.820216316,3.45E-18,3.630768571,12.81500449,4.18E-20,35.3326234
212721_at,-1.182429765,3.45E-18,10.27390986,-12.8141139,4.20E-20,35.32918384
228323_at,2.656833347,3.54E-18,6.525062143,12.80734181,4.31E-20,35.30302581
205376_at,-3.354930412,3.59E-18,5.221176571,-12.80262025,4.39E-20,35.2847848
205448_s_at,-2.036282439,3.70E-18,5.405400286,-12.79435704,4.53E-20,35.25285447
210093_s_at,1.447684424,3.89E-18,8.935636,12.78092155,4.77E-20,35.20091943
202200_s_at,1.698121245,4.18E-18,9.411856286,12.76160497,5.14E-20,35.1262115
219960_s_at,1.857725542,4.21E-18,8.537753286,12.75888535,5.20E-20,35.11568948
212196_at,-2.991045097,4.23E-18,9.529124571,-12.7570928,5.24E-20,35.1087537
203702_s_at,3.460949411,4.69E-18,6.743857857,12.7295854,5.83E-20,35.0022715
221258_s_at,2.414956098,4.85E-18,6.155974286,12.72019525,6.04E-20,34.96590026
239413_at,2.34686185,4.86E-18,5.371460857,12.71934542,6.06E-20,34.96260805
226034_at,-4.28976767,5.87E-18,5.846018,-12.66979779,7.35E-20,34.77050645
225912_at,-2.198620866,5.91E-18,9.979150143,-12.66750412,7.42E-20,34.76160625
201394_s_at,-1.216172565,6.01E-18,9.268328286,-12.66244383,7.57E-20,34.74196836
232668_at,-3.873176947,6.08E-18,4.135087,-12.65902667,7.67E-20,34.72870528
233449_at,-2.503315778,6.39E-18,7.173289429,-12.64547619,8.08E-20,34.67609738
213304_at,-1.863648133,6.58E-18,8.957293286,-12.63703175,8.35E-20,34.64330149
226594_at,-2.297638957,6.60E-18,7.853603143,-12.63569165,8.40E-20,34.63809609
229030_at,-5.35437439,6.74E-18,3.982446429,-12.62963099,8.60E-20,34.61455171
38158_at,2.984443507,7.87E-18,5.081036714,12.58943308,1.01E-19,34.45827618
223055_s_at,1.959178562,8.09E-18,5.194631286,12.58144581,1.04E-19,34.42720068
212501_at,1.924247267,8.11E-18,12.33201429,12.58025175,1.04E-19,34.42255434
239758_at,-2.831599495,8.12E-18,7.31286,-12.5792557,1.05E-19,34.41867841
232065_x_at,2.243683246,8.36E-18,7.151504571,12.57122712,1.08E-19,34.38743205
204058_at,3.571911573,8.68E-18,6.931653429,12.56088643,1.12E-19,34.34717551
203126_at,3.769603591,8.70E-18,8.266757571,12.55965687,1.13E-19,34.34238795
218471_s_at,-1.607722044,8.85E-18,7.975628714,-12.55473949,1.15E-19,34.32323912
222891_s_at,5.06553582,9.26E-18,7.419510143,12.54232186,1.21E-19,34.27487018
201236_s_at,-3.007219748,1.02E-17,9.755032571,-12.51665413,1.34E-19,34.17482959
216840_s_at,-3.166189823,1.05E-17,5.194174286,-12.50996745,1.37E-19,34.14875477
212970_at,-2.374382599,1.05E-17,7.130341571,-12.50863889,1.38E-19,34.14357337
202917_s_at,7.239088831,1.05E-17,7.019992571,12.50825938,1.38E-19,34.14209325
221139_s_at,-2.050774441,1.13E-17,7.656457286,-12.48781655,1.50E-19,34.06233782
203276_at,2.553610025,1.16E-17,6.140238286,12.48067426,1.54E-19,34.03446088
216212_s_at,1.725290034,1.16E-17,7.596983571,12.48039714,1.54E-19,34.03337913
208628_s_at,1.306795879,1.19E-17,13.25718143,12.47265264,1.59E-19,34.00314438
223222_at,1.725869714,1.24E-17,7.070235857,12.46257263,1.65E-19,33.96378075
221922_at,2.21041963,1.24E-17,8.785412286,12.46027552,1.67E-19,33.95480852
202690_s_at,1.478168974,1.24E-17,10.90524986,12.46016616,1.67E-19,33.95438136
220340_at,-3.643434222,1.27E-17,3.399681286,-12.45446926,1.71E-19,33.93212709
241595_at,-1.783915206,1.29E-17,7.270934,-12.44966624,1.74E-19,33.91336159
1569453_a_at,-3.070212599,1.30E-17,3.546584,-12.44620592,1.76E-19,33.89984028
204541_at,-3.120265097,1.37E-17,4.549878571,-12.43364249,1.85E-19,33.85073602
209709_s_at,3.6524945,1.37E-17,6.223132,12.4315011,1.87E-19,33.84236448
223100_s_at,1.575666754,1.37E-17,10.42615329,12.43102551,1.87E-19,33.84050512
217892_s_at,-2.265776173,1.42E-17,9.616595286,-12.42200214,1.94E-19,33.80522243
224989_at,-3.079934037,1.42E-17,9.147392429,-12.42043012,1.95E-19,33.7990746
204887_s_at,2.75252968,1.43E-17,5.850658714,12.41917997,1.96E-19,33.7941853
213310_at,3.044189596,1.43E-17,7.054256714,12.41739507,1.97E-19,33.78720429
201923_at,1.49283386,1.46E-17,11.58431343,12.41273578,2.01E-19,33.76897928
243170_at,-2.604831884,1.52E-17,5.075365857,-12.40139927,2.10E-19,33.72462497
223480_s_at,1.200737527,1.55E-17,10.33891257,12.39611873,2.14E-19,33.70395942
209421_at,1.792671354,1.55E-17,8.798179429,12.39509614,2.15E-19,33.69995707
208617_s_at,-1.46222603,1.58E-17,11.67014643,-12.39012578,2.20E-19,33.68050171
228519_x_at,-1.716718932,1.62E-17,6.187588714,-12.382875,2.26E-19,33.65211472
205471_s_at,-4.205025484,1.63E-17,4.834188571,-12.38055255,2.28E-19,33.64302091
222722_at,-5.336433137,1.84E-17,5.476381429,-12.34930036,2.58E-19,33.52058583
233884_at,-2.352050126,1.96E-17,3.609368571,-12.33250068,2.75E-19,33.45472158
212247_at,1.675401312,1.99E-17,8.429362,12.32735574,2.81E-19,33.43454366
218741_at,2.527117881,2.04E-17,5.872156286,12.32117492,2.88E-19,33.41029887
223570_at,2.102868797,2.09E-17,5.039068571,12.31431129,2.96E-19,33.38337028
211000_s_at,-3.470629134,2.20E-17,6.630979143,-12.30117165,3.12E-19,33.33180265
230165_at,2.652091362,2.21E-17,6.367748143,12.29940058,3.14E-19,33.32485034
228790_at,-3.52625143,2.25E-17,4.602140714,-12.29405257,3.20E-19,33.30385454
201508_at,-2.688462952,2.27E-17,9.510006429,-12.29050358,3.25E-19,33.28991959
228915_at,-3.937389647,2.31E-17,4.224308429,-12.28642807,3.30E-19,33.27391538
208788_at,-2.30138905,2.36E-17,12.53997114,-12.27952058,3.39E-19,33.24678569
227020_at,-2.11117005,2.38E-17,7.325232714,-12.27677252,3.43E-19,33.23599085
217023_x_at,-4.17817455,2.40E-17,6.672154857,-12.2744761,3.46E-19,33.22696946
219173_at,-2.55963741,2.41E-17,4.822988286,-12.27257063,3.49E-19,33.21948342
218875_s_at,2.262162767,2.41E-17,7.496942429,12.27147149,3.50E-19,33.21516501
217938_s_at,1.190312902,2.41E-17,10.53625086,12.27101841,3.51E-19,33.21338485
226522_at,-2.82083487,2.41E-17,6.532390857,-12.27087284,3.51E-19,33.21281289
227703_s_at,-3.319855997,2.45E-17,4.770962571,-12.26632198,3.58E-19,33.19493113
204014_at,-3.643939193,2.47E-17,8.48785,-12.26343572,3.62E-19,33.18358884
219580_s_at,-5.540507376,2.48E-17,4.900606714,-12.26182567,3.64E-19,33.17726127
208873_s_at,-1.893142607,2.48E-17,10.24777657,-12.26167522,3.64E-19,33.17666998
201114_x_at,1.152146577,2.68E-17,11.08088457,12.24093515,3.95E-19,33.09513257
225658_at,-1.932810563,2.76E-17,9.604498,-12.23309207,4.08E-19,33.06428482
202962_at,-2.716131918,2.97E-17,6.700919286,-12.21398005,4.40E-19,32.98908402
218782_s_at,2.906996299,3.04E-17,8.989198571,12.20745852,4.51E-19,32.96341346
212838_at,-2.309323314,3.04E-17,5.760186,-12.20664541,4.52E-19,32.9602125
220840_s_at,2.427949689,3.07E-17,6.031731714,12.2040095,4.57E-19,32.9498351
240304_s_at,-6.385495432,3.17E-17,5.290663414,-12.1955933,4.73E-19,32.91669559
238625_at,-3.778490345,3.24E-17,4.405904571,-12.18900213,4.85E-19,32.89073635
221562_s_at,-1.573271497,3.24E-17,5.983965857,-12.18841681,4.86E-19,32.88843084
243817_at,-1.983434012,3.49E-17,7.324500571,-12.16909517,5.25E-19,32.81230148
204061_at,3.170680488,3.87E-17,6.820732857,12.14240429,5.83E-19,32.70706314
204315_s_at,2.583470698,3.90E-17,3.366909143,12.14032666,5.88E-19,32.69886778
204573_at,-2.105739151,4.18E-17,8.717956429,-12.12229139,6.32E-19,32.62770464
204244_s_at,2.29295677,4.18E-17,8.247958571,12.1213853,6.34E-19,32.62412841
1567997_x_at,-4.286097056,4.24E-17,5.35045,-12.11749481,6.44E-19,32.60877189
59437_at,-1.832813616,4.31E-17,3.959525571,-12.11272243,6.56E-19,32.58993194
210466_s_at,1.129494197,4.32E-17,12.26160571,12.11169273,6.59E-19,32.58586665
235938_at,-2.17228259,4.95E-17,5.782698571,-12.07650054,7.58E-19,32.4468504
222740_at,2.507841127,5.19E-17,9.510752857,12.06403791,7.96E-19,32.39758525
204067_at,-2.222058276,5.39E-17,5.668247,-12.0541019,8.28E-19,32.35829473
202511_s_at,1.438968267,5.52E-17,9.071421857,12.04739641,8.50E-19,32.33177223
221203_s_at,1.263426535,5.52E-17,7.796562143,12.04690435,8.52E-19,32.32982575
214703_s_at,-1.551364256,5.53E-17,8.15707,-12.04570596,8.56E-19,32.3250851
221880_s_at,-2.299808066,5.73E-17,5.672631286,-12.03633018,8.88E-19,32.2879899
226108_at,1.45929984,5.76E-17,7.281304143,12.03437694,8.95E-19,32.28026062
205355_at,-2.693611421,5.78E-17,5.612864,-12.03296497,9.00E-19,32.27467294
226456_at,2.991438175,5.93E-17,6.907010143,12.02626397,9.25E-19,32.24815147
222037_at,2.272338562,6.08E-17,4.211013571,12.01951232,9.50E-19,32.22142417
212581_x_at,0.949239024,6.58E-17,14.51118286,11.99874654,1.03E-18,32.13918642
213519_s_at,-3.102993583,6.78E-17,5.990469571,-11.99096246,1.06E-18,32.1083464
204649_at,2.145342027,6.81E-17,6.052204714,11.98925149,1.07E-18,32.10156669
203693_s_at,1.887420942,7.38E-17,9.043192857,11.96843037,1.16E-18,32.01903564
41660_at,-3.646456611,7.56E-17,7.214625857,-11.96192152,1.19E-18,31.99322532
201555_at,1.589202019,7.61E-17,9.242311429,11.9598464,1.20E-18,31.98499552
235117_at,3.069563709,7.63E-17,5.700702143,11.95863742,1.21E-18,31.98020057
217398_x_at,0.98640513,7.97E-17,14.26257571,11.94709287,1.27E-18,31.93440493
228390_at,-3.480338587,8.04E-17,7.363751143,-11.94436006,1.28E-18,31.92356196
51158_at,-2.284136627,8.11E-17,4.957787857,-11.94161202,1.29E-18,31.91265768
223535_at,-2.147264247,8.31E-17,6.433777,-11.93501235,1.33E-18,31.88646647
219006_at,1.945533625,8.54E-17,8.418630286,11.92765902,1.37E-18,31.85727829
209195_s_at,-1.520378108,8.57E-17,6.714223857,-11.9261272,1.38E-18,31.85119711
228281_at,3.058979277,8.96E-17,5.138752,11.91459184,1.44E-18,31.8053941
213008_at,2.642115862,9.03E-17,6.499229143,11.91191709,1.46E-18,31.79477132
203117_s_at,-1.660522834,9.05E-17,6.977913571,-11.91047449,1.47E-18,31.78904169
203422_at,1.845622246,9.05E-17,6.450652143,11.91032374,1.47E-18,31.78844298
225613_at,-3.145503078,9.31E-17,6.435599429,-11.90276091,1.51E-18,31.75840133
201342_at,0.884977923,9.47E-17,9.132542143,11.89801931,1.54E-18,31.73956295
211986_at,-1.941622994,9.90E-17,11.03887057,-11.88634005,1.61E-18,31.69315021
219498_s_at,3.209532077,1.04E-16,6.820270857,11.87383044,1.70E-18,31.64342007
212695_at,-1.332975955,1.05E-16,6.392347286,-11.87040556,1.72E-18,31.62980176
218039_at,3.235058234,1.08E-16,8.923540857,11.86405687,1.76E-18,31.604554
209869_at,-4.053306678,1.11E-16,4.745664857,-11.85557498,1.82E-18,31.57081551
228994_at,-1.759066131,1.11E-16,5.234413286,-11.85548785,1.83E-18,31.57046888
205597_at,-5.058717923,1.12E-16,5.897098714,-11.85192608,1.85E-18,31.55629869
229082_at,-2.336423692,1.13E-16,3.836166714,-11.84997758,1.87E-18,31.54854613
213911_s_at,1.264471068,1.24E-16,12.84328429,11.82507626,2.06E-18,31.44943167
204284_at,-4.769326577,1.28E-16,6.230001429,-11.81768619,2.12E-18,31.42000324
229466_at,-1.50866106,1.36E-16,4.441604286,-11.80113661,2.27E-18,31.35407738
224619_at,-1.120405114,1.41E-16,10.75728686,-11.79299738,2.34E-18,31.32164289
218195_at,-2.193811674,1.48E-16,9.867999714,-11.7801516,2.47E-18,31.27043745
241505_at,-4.237331107,1.52E-16,3.838448086,-11.77161916,2.55E-18,31.23641524
239903_at,-3.10570804,1.52E-16,4.488616571,-11.77150302,2.55E-18,31.2359521
229130_at,-4.182132405,1.60E-16,6.347951857,-11.75853478,2.69E-18,31.18422642
200853_at,1.421828427,1.60E-16,11.73697143,11.75796678,2.70E-18,31.18196041
204511_at,-1.364059596,1.60E-16,3.440399429,-11.75709914,2.71E-18,31.17849897
209604_s_at,-4.636954676,1.66E-16,11.73324871,-11.74789384,2.81E-18,31.14176909
207688_s_at,1.353730109,1.66E-16,7.574472857,11.74692165,2.82E-18,31.13788943
222993_at,1.315965568,1.68E-16,9.141299143,11.74374147,2.85E-18,31.12519766
213011_s_at,1.531881245,1.76E-16,12.29621714,11.73250136,2.99E-18,31.08033022
222336_at,-1.7062455,1.76E-16,5.432511429,-11.73207929,2.99E-18,31.07864517
225804_at,-1.828793381,1.76E-16,5.002666143,-11.73128125,3.00E-18,31.07545901
226320_at,1.967589201,1.77E-16,8.253282,11.72938906,3.02E-18,31.06790424
216088_s_at,1.308158335,1.77E-16,10.00770771,11.72794419,3.04E-18,31.06213516
205024_s_at,2.635285862,1.77E-16,5.542158714,11.72784351,3.04E-18,31.06173313
203746_s_at,1.8091927,1.77E-16,7.361918286,11.72756814,3.05E-18,31.06063362
225996_at,-4.415356257,1.80E-16,7.541864143,-11.72252138,3.11E-18,31.04048082
240824_at,-2.020690311,1.86E-16,4.867959714,-11.71456131,3.21E-18,31.00868859
219304_s_at,-3.88417942,1.86E-16,5.853166143,-11.71421253,3.21E-18,31.00729542
228955_at,3.313741075,1.91E-16,3.781428314,11.70617195,3.32E-18,30.975174
218308_at,2.495438225,1.91E-16,6.335570714,11.70536742,3.33E-18,30.97195956
212220_at,2.543809075,1.91E-16,4.655640143,11.7052349,3.33E-18,30.97143012
210074_at,2.715683818,1.94E-16,7.440673429,11.70158192,3.38E-18,30.95683396
217957_at,1.336850378,1.96E-16,9.299418571,11.69809612,3.43E-18,30.94290436
221276_s_at,-2.647414113,1.96E-16,4.988248286,-11.69719949,3.44E-18,30.93932112
205074_at,-2.335942178,1.96E-16,5.812803571,-11.69697644,3.44E-18,30.93842975
224909_s_at,-2.477887283,1.96E-16,8.108632571,-11.69674856,3.45E-18,30.93751904
229844_at,-1.35605238,1.96E-16,5.314909714,-11.6965864,3.45E-18,30.93687096
242108_at,-1.860528133,2.04E-16,7.191000714,-11.68638185,3.59E-18,30.89608296
204170_s_at,2.454784525,2.05E-16,10.33984857,11.68367887,3.63E-18,30.88527704
213453_x_at,1.020577628,2.13E-16,14.54386,11.67368842,3.78E-18,30.84533027
201896_s_at,2.879429975,2.14E-16,5.982480857,11.67281056,3.79E-18,30.84181962
203571_s_at,-4.159676964,2.14E-16,7.651091571,-11.67228931,3.80E-18,30.83973503
219510_at,2.504889781,2.21E-16,4.607332143,11.66353124,3.94E-18,30.80470521
220083_x_at,1.861711539,2.21E-16,6.450228286,11.66342212,3.94E-18,30.80426871
218719_s_at,2.082984844,2.21E-16,5.309367429,11.66214049,3.96E-18,30.79914181
227103_s_at,3.057538425,2.23E-16,3.2042999,11.6593463,4.00E-18,30.78796356
226309_at,-1.634294415,2.23E-16,4.489528,-11.6592085,4.01E-18,30.78741226
223491_at,1.890017923,2.23E-16,8.477808429,11.65858031,4.02E-18,30.78489906
241472_at,-1.241675997,2.25E-16,8.177402286,-11.65651687,4.05E-18,30.77664344
200039_s_at,1.428330421,2.28E-16,10.69809043,11.65224105,4.12E-18,30.75953482
232914_s_at,-2.796122649,2.28E-16,9.237717571,-11.6518442,4.13E-18,30.75794681
213832_at,-3.571640454,2.31E-16,5.221105714,-11.64887872,4.18E-18,30.74607985
222700_at,1.904635694,2.67E-16,10.81448371,11.61156529,4.85E-18,30.59667763
225311_at,-1.841884844,2.79E-16,6.513968286,-11.59997966,5.08E-18,30.5502571
205116_at,-3.073319638,2.79E-16,5.518630714,-11.59984091,5.09E-18,30.54970106
229160_at,-3.669394264,2.79E-16,4.702785429,-11.59974324,5.09E-18,30.54930966
201312_s_at,-1.79822111,2.85E-16,12.36237,-11.5940292,5.21E-18,30.52640928
244845_at,-2.539389975,2.86E-16,5.987225429,-11.59265932,5.23E-18,30.52091863
212256_at,-3.376331447,2.86E-16,6.499322714,-11.59170806,5.25E-18,30.51710575
230748_at,-3.952798612,3.04E-16,6.612362143,-11.57661484,5.58E-18,30.45659458
227620_at,-1.979132599,3.20E-16,7.156175143,-11.56303742,5.90E-18,30.40213873
242590_at,-1.69744852,3.23E-16,6.861898429,-11.56029506,5.96E-18,30.39113722
206509_at,-6.947409865,3.30E-16,6.032579,-11.55475246,6.10E-18,30.36889952
1553613_s_at,5.129098873,3.45E-16,8.143982,11.54294422,6.39E-18,30.32151175
218497_s_at,1.385977712,3.53E-16,8.813821429,11.53743086,6.54E-18,30.29938069
200896_x_at,1.258296283,3.71E-16,10.97851314,11.52429588,6.89E-18,30.24664222
226711_at,1.505049226,3.88E-16,8.698328143,11.51266439,7.22E-18,30.19992442
207132_x_at,-1.026501346,3.90E-16,11.55060143,-11.51101913,7.27E-18,30.19331502
200822_x_at,1.529696384,3.95E-16,11.78618571,11.50749477,7.38E-18,30.17915583
230093_at,-3.2098164,4.01E-16,5.051705714,-11.50320958,7.51E-18,30.16193816
225092_at,-2.830123129,4.08E-16,8.328087143,-11.49855534,7.65E-18,30.14323533
222156_x_at,-1.70030905,4.24E-16,6.921002286,-11.48847226,7.96E-18,30.10270875
235606_at,-2.166631009,4.29E-16,5.842696714,-11.48532435,8.07E-18,30.09005417
226277_at,-1.184731177,4.34E-16,7.626876714,-11.48171461,8.19E-18,30.07554169
233105_at,-1.480835442,4.35E-16,5.391796286,-11.48074603,8.22E-18,30.07164741
243030_at,-2.272353347,4.57E-16,9.028603286,-11.46835444,8.64E-18,30.02181634
218621_at,-1.339412204,4.62E-16,4.445063,-11.4649566,8.76E-18,30.00814943
232381_s_at,-3.498195467,4.62E-16,3.684147286,-11.46465317,8.77E-18,30.0069289
202188_at,1.639240833,4.81E-16,8.015056429,11.45405219,9.15E-18,29.96428078
201833_at,1.455073112,4.88E-16,10.51342814,11.44962211,9.32E-18,29.94645471
203612_at,1.620162792,4.88E-16,7.686766286,11.44956028,9.32E-18,29.94620593
205683_x_at,-4.57693577,4.97E-16,6.391234714,-11.44486644,9.50E-18,29.92731614
203535_at,5.191808225,5.07E-16,7.060663143,11.43928502,9.71E-18,29.90485126
204203_at,2.547215526,5.07E-16,8.310919143,11.43910511,9.72E-18,29.9041271
220134_x_at,-2.135238133,5.14E-16,6.375679143,-11.43510364,9.88E-18,29.88801921
205201_at,-2.417229285,5.15E-16,6.845416,-11.43413255,9.92E-18,29.88410984
225611_at,-2.777267788,5.30E-16,7.655682857,-11.42656685,1.02E-17,29.85364863
218931_at,-2.408967973,5.43E-16,5.790180286,-11.4203244,1.05E-17,29.82851035
